FID;nom_servic;no_cvq;rue;ville;cp;en_caserne;Y;X
306;Régie intermunicipale d'incendie Incentraide; ;Route de la Coupe;Saint-Rosaire;G0Z1K0;0;-72.020869098312;46.1623145469165
307;Service de securité incendie Wotton; ;Rue Saint-Jean;Wotton;J0A1N0;0;-71.8088969411423;45.7384468484969
308;Service de sécurité incendie Saint-Camille; ;Rue Desrivières;Saint-Camille;J0A1G0;0;-71.7017134426224;45.6825658759129
309;Service de sécurité incendie Saint-Camille; ;Rue Desrivières;Saint-Camille;J0A1G0;0;-71.7017708527042;45.6824988363553
310;Service de securité incendie Asbestos; ;Boulevard Industriel;Asbestos;J1T4C1;0;-71.9368412215336;45.7633797394961
311;Service de securité incendie Danville; ;Rue Daniel-Johnson;Danville;J0A1A0;0;-72.0164632965976;45.7847045983042
312;Service de sécurité incendie Saint-Isidore-de-Clifton et Saint-Malo; ;Chemin Auckland;Saint-Isidore-de-Clifton;J0B2X0;0;-71.5113208571657;45.2651700377095
313;Service de sécurité incendie Chartierville; ;Rue Saint-Jean-Baptiste;Chartierville;J0B1K0;0;-71.2023126562403;45.2987861375484
314;Service de sécurité incendie La Patrie; ;Rue Gariépy;La Patrie;J0B1Y0;0;-71.2510495749035;45.4036683477469
315;Service de sécurité incendie Cookshire-Eaton; ;Rue Pope;Cookshire-Eaton;J0B1M0;0;-71.6349700342007;45.4098899968533
316;Service de sécurité incendie Cookshire-Eaton; ;Chemin des Iris;Cookshire-Eaton;J0B2A0;0;-71.7562160288362;45.3312402267441
317;Service de sécurité incendie Cookshire-Eaton; ;Rue Principale Nord;Cookshire-Eaton;J0B3A0;0;-71.5679251052449;45.3385482667308
318;Service de sécurité incendie Bury; ;Rue Main;Bury;J0B1J0;0;-71.50156489073;45.4731008511191
319;Service de securité incendie Hampden; ;Chemin du Quatre-Milles;Hampden;J0B1Y0;0;-71.2571364175746;45.4610667078819
320;Service de sécurité incendie Scotstown; ;Rue Osborne;Scotstown;J0B3B0;0;-71.2755051980695;45.5242602986245
321;Régie intermunicipale de prévention et de protection incendie Dudswell-Lingwick-Weedon; ;Rue Saint-Marc;Dudswell;J0B2L0;0;-71.589993143341;45.6335168407682
322;Régie intermunicipale de prévention et de protection incendie Dudswell-Lingwick-Weedon; ;Chemin Fontainebleau;Lingwick;J0B2Z0;0;-71.3568527693172;45.6113747249216
323;Régie intermunicipale de prévention et de protection incendie Dudswell-Lingwick-Weedon; ;2e Avenue;Weedon;J0B3J0;0;-71.4622451627854;45.7080060428016
324;Régie intermunicipale de prévention et de protection incendie Dudswell-Lingwick-Weedon; ;Rue Brière;Weedon;J0B3J0;0;-71.4149290379021;45.7576125766077
325;Régie intermunicipale de prévention et de protection incendie Dudswell-Lingwick-Weedon; ;Rue Main;Dudswell;J0B1G0;0;-71.5715183855061;45.5803973928974
326;Service de securité incendie Stoke; ;Rue Principale;Stoke;J0B3G0;0;-71.8077222299508;45.5274124705701
327;Service de sécurité incendie Saint-Denis-de-Brompton; ;Rue Ernest-Camiré;Saint-Denis-de-Brompton;J0B2P0;0;-72.0798372158116;45.4584177993396
328;Service de sécurité incendie Saint-Claude; ;Route de l'Église;Saint-Claude;J0B2N0;0;-71.9761950111988;45.659189743902
329;Service de securité incendie Sherbrooke; ;Boulevard du Plateau-Saint-Joseph;Sherbrooke;J1L0A9;0;-71.9623813693084;45.4270119736036
330;Service de securité incendie Sherbrooke; ;Rue Claire-Jolicoeur;Sherbrooke;J1H5Z7;0;-71.9161743083061;45.3908061171806
331;Service de securité incendie Sherbrooke; ;Boulevard Lavigerie;Sherbrooke;J1G4Z9;0;-71.8678926651338;45.399910073261
332;Service de securité incendie Sherbrooke; ;Rue Léger;Sherbrooke;J1L2G7;0;-71.9709853798482;45.3962467359222
333;Service de securité incendie Sherbrooke; ;Boulevard Bourque;Sherbrooke;J1N1H3;0;-72.0120400411215;45.3575454040018
334;Service de securité incendie Sherbrooke; ;Rue Laval;Sherbrooke;J1C0P9;0;-71.9452041393119;45.4728424854002
335;Service de securité incendie Sherbrooke; ;Rue Terrill;Sherbrooke;J1E3S7;0;-71.883385209827;45.4139259961518
336;Service de securité incendie Sherbrooke; ;Rue College;Sherbrooke;J1M0E7;0;-71.8732707558637;45.3652496612186
337;Service de securité incendie Compton; ;Chemin de Cookshire;Compton;J0B1L0;0;-71.8246004108937;45.2416915873322
338;Service de sécurité incendie Waterville; ;Rue Principale Sud;Waterville;J0B3H0;0;-71.8914319830062;45.2751750039192
339;Service de securité incendie Potton; ;Rue Principale;Potton;J0E1X0;0;-72.3918695539592;45.049383957364
340;Service de sécurité incendie Magog;166;Rue Morin;Magog;J1X0M7;0;-72.1794230806394;45.2063971555508
341;Service de sécurité incendie Magog;66;Rue Lévesque;Magog;J1X5T6;0;-72.1809466470933;45.2766377337912
342;Service de sécurité incendie Magog; ;Rue Sherbrooke;Magog;J1X2R4;0;-72.146538325491;45.2650539222751
343;Service de securité incendie Austin; ;Chemin Millington;Austin;J0B1B0;0;-72.2802009753606;45.1865669356401
344;Service de securité incendie Austin; ;Chemin North;Austin;J0B1B0;0;-72.2523554431421;45.2734122444061
345;Service de securité incendie Eastman;160;Chemin George-Bonnallie;Eastman;J0E1P0;0;-72.3045328766379;45.3133214918741
346;Service de securité incendie Eastman; ;Rue Principale;Eastman;J0E1P0;0;-72.3156287240748;45.3024580096807
347;Service de securité incendie Orford; ;Chemin de la Sucrerie;Orford;J1X6R5;0;-72.1979655739071;45.388044850161
348;Service de securité incendie Frelighsburg; ;Route 237 Nord;Frelighsburg;J0J1C0;0;-72.8384008225973;45.0553845265032
349;Service de securité incendie Saint-Armand et Pike River; ;Rue Notre-Dame;Saint-Armand;J0J1N0;0;-73.0743666895845;45.0447276090242
350;Service de securité incendie Bedford; ;Route 202 Est;Bedford;N.D.;0;-72.9684067020647;45.1195005990031
351;Service de securité incendie Bedford; ;Rue de la Rivière;Bedford;J0J1A0;0;-72.9692650090226;45.120318217835
352;Service de securité incendie Bedford;226;Rue de la Rivière;Bedford;J0J1A0;0;-72.9692595135791;45.120276234074
353;Service de securité incendie Bedford;237;Route 202 Est;Bedford;J0J1A0;0;-72.9683836532141;45.1194827455778
354;Service de securité incendie Stanbridge East; ;Rue Maple;Stanbridge East;J0J2H0;0;-72.916003570885;45.1225451615999
355;Service de securité incendie Dunham; ;Rue Principale;Dunham;J0E1M0;0;-72.7999639199329;45.1320966866591
356;Service de securité incendie Dunham;3747;Rue Principale;Dunham;J0E1M0;0;-72.7999866652237;45.1320444283245
357;Service de securité incendie Sutton; ;Rue Principale Nord;Sutton;J0E2K0;0;-72.6158181156813;45.1072812224056
358;Service de sécurité incendie Lac-Brome; ;Chemin du Mont-Écho;Lac-Brome;J0E1V0;0;-72.5105700363731;45.2144719871202
359;Service de securité incendie Cowansville; ;Place Municipale;Cowansville;N.D.;0;-72.7420711070344;45.2047423134567
360;Service de securité incendie Cowansville;210;Place Municipale;Cowansville;J2K1T3;0;-72.7420012106458;45.2047521010619
361;Service de securité incendie Notre-Dame-de-Stanbridge; ;Rue Principale;Notre-Dame-de-Stanbridge;J0J1M0;0;-73.0424703895984;45.1748389549774
362;Service de securité incendie Farnham; ;Rue Principale Ouest;Farnham;J2N2X9;0;-72.9938577770759;45.2895227126439
363;Service de securité incendie Bromont; ;Boulevard de Bromont;Bromont;J2L1A1;0;-72.6453828128118;45.318169357636
364;Service de securité incendie Bromont; ;Rue d'Adamsville;Bromont;J2L2Y9;0;-72.7853297947453;45.2810699753355
365;Service de securité incendie Bromont; ;Rue du Ciel;Bromont;J2L2X4;0;-72.7300118979989;45.2987020007021
366;Service de securité incendie Bromont;194;Rue d'Adamsville;Bromont;J2L2Y9;0;-72.7853018276456;45.2810626142918
367;Service de securité incendie Bromont;90;Boulevard de Bromont;Bromont;J2L1A1;0;-72.6453544969297;45.3181120745737
368;Service de securité incendie Bromont;15;Rue du Ciel;Bromont;J2L2X4;0;-72.7300187154616;45.2986622773262
369;Service de securité incendie Waterloo; ;Avenue du Parc;Waterloo;J0E2N0;0;-72.5231939044111;45.3419153354376
370;Service de securité incendie Shefford;96;Rue Raymond-Lemieux;Shefford;J2M1Y5;0;-72.6320113675564;45.3803143989039
371;Service de securité incendie Roxton Pond;1345;Chemin Patenaude;Roxton Pond;J0E1Z0;0;-72.6694368062609;45.4826920425407
372;Service de securité incendie Sainte-Christine; ;Chemin de Béthanie;Sainte-Christine;J0H1H0;0;-72.4293918015609;45.6140148787733
373;Service de securité incendie Acton Vale; ;Rue Boulay;Acton Vale;J0H1A0;0;-72.5648388084195;45.6478116303517
374;Service de securité incendie Upton; ;Rue Lanoie;Upton;J0H2E0;0;-72.6949203505789;45.6540733306157
375;Service de securité incendie Saint-Nazaire-d'Acton; ;Rue des Loisirs;Saint-Nazaire-d'Acton;J0H1V0;0;-72.6178392558645;45.7398775609769
376;Service de securité incendie Saint-Félix-de-Kingsey; ;Route 255;Saint-Félix-de-Kingsey;J0B2T0;0;-72.1892831662503;45.7948890413747
377;Service de securité incendie Durham-Sud; ;Rue de la Caserne;Durham-Sud;J0H2C0;0;-72.3400872967115;45.6619406335277
378;Service de securité incendie L'Avenir; ;Route Boisvert;L'Avenir;J0C1B0;0;-72.303544166752;45.7647125610666
379;Service de securité incendie Wickham; ;Rue Principale;Wickham;J0C1S0;0;-72.4984858645317;45.7595932070312
380;Service de securité incendie Saint-Germain-de-Grantham; ;Rue Saint-Édouard;Saint-Germain-de-Grantham;J0C1K0;0;-72.5695464493483;45.8400438475793
381;Service de securité incendie Drummondville; ;Rue Cockburn;Drummondville;J2C4L7;0;-72.4936082866662;45.8819861696968
382;Service de securité incendie Drummondville; ;Rue Marcel-Dorais;Drummondville;J2A2G2;0;-72.4187160173026;45.8288253499327
383;Service de securité incendie Saint-Cyrille-de-Wendover; ;Rue Principale;Saint-Cyrille-de-Wendover;J1Z1C6;0;-72.4303470183831;45.9284154600884
384;Service de securité incendie Notre-Dame-du-Bon-Conseil; ;Route 122;Sainte-Clotilde-de-Horton;J0A1H0;0;-72.2386993798707;45.9934440383694
385;Service de securité incendie Notre-Dame-du-Bon-Conseil; ;Rue Notre-Dame;Notre-Dame-du-Bon-Conseil;J0C1A0;0;-72.3442976458465;46.0006257372088
386;Service de securité incendie Saint-Majorique-de-Grantham; ;Chemin du Sanctuaire;Saint-Majorique-de-Grantham;J2B8A8;0;-72.5804529465897;45.9336493015072
387;Service de securité incendie Saint-Eugène; ;Rang de l'Église;Saint-Eugène;J0C1J0;0;-72.7016412470845;45.8065388275027
388;Service de securité incendie Saint-Guillaume; ;Rue Saint-Jean-Baptiste;Saint-Guillaume;J0C1L0;0;-72.7659294592315;45.8819380652787
389;Service de securité incendie Saint-Bonaventure; ;Rue Plante;Saint-Bonaventure;J0C1C0;0;-72.6805639800377;45.965877621802
390;Service de securité incendie Saint-Wenceslas; ;Rue Héon;Saint-Wenceslas;G0Z1J0;0;-72.3227799954632;46.1672883034975
391;Service de securité incendie Saint-Léonard-d'Aston; ;Rue Béliveau;Saint-Léonard-d'Aston;J0C1M0;0;-72.371072574752;46.1056767637943
392;Service de securité incendie Sainte-Perpétue; ;Rang Saint-Joseph;Sainte-Perpétue;J0C1R0;0;-72.4705335818515;46.0845118690941
393;Service de sécurité incendie Nicolet; ;Rue Théophile-Saint-Laurent;Nicolet;J3T1A8;0;-72.6078612566986;46.2245793989898
394;Service de securité incendie Maskinongé; ;Boulevard Ouest;Maskinongé;N.D.;0;-73.0162376770329;46.2225414118409
395;Service de securité incendie Louiseville; ;Avenue Sainte-Élisabeth;Louiseville;J5V1M3;0;-72.9420098414464;46.2547832444691
396;Service de securité incendie Yamachiche; ;Boulevard Duchesne;Yamachiche;G0X3L0;0;-72.8251679671964;46.282154218156
397;Service de securité incendie Saint-Barnabé; ;Rue Duguay;Saint-Barnabé;G0X2K0;0;-72.8780616809434;46.3941763150309
398;Service de securité incendie Saint-Léon-le-Grand; ;Rue de la Fabrique;Saint-Léon-le-Grand;J0K2W0;0;-72.9356531616933;46.3131339346467
399;Service de securité incendie Sainte-Ursule; ;Rue Principale;Sainte-Ursule;J0K3M0;0;-73.0249820490232;46.2822039740569
400;Service de securité incendie Saint-Justin; ;Route Gérin;Saint-Justin;J0K2V0;0;-73.0897985407603;46.2494772361765
401;Service de securité incendie Saint-Édouard-de-Maskinongé; ;Rue Notre-Dame;Saint-Édouard-de-Maskinongé;J0K2H0;0;-73.1435389962004;46.3309987415692
402;Service de securité incendie Sainte-Angèle-de-Prémont; ;Rue Camirand;Sainte-Angèle-de-Prémont;J0K1R0;0;-73.0571861147925;46.3645758523396
403;Service de securité incendie Saint-Paulin; ;Rue Matteau;Saint-Paulin;J0K3G0;0;-73.0154370830411;46.4195158061928
404;Service de securité incendie Saint-Alexis-des-Monts; ;Rue Francis;Saint-Alexis-des-Monts;J0K1V0;0;-73.1468756730087;46.4595890483443
405;Service de securité incendie Saint-Mathieu-du-Parc; ;Chemin Déziel;Saint-Mathieu-du-Parc;G0X1N0;0;-72.9220839668858;46.5734706566221
406;Service de securité incendie Saint-Élie-de-Caxton; ;Avenue Principale;Saint-Élie-de-Caxton;G0X2N0;0;-72.9597375461347;46.4911548994333
407;Service de securité incendie Charette; ;Rue Saint-Édouard;Charette;G0X1E0;0;-72.9208980326071;46.4447300021433
408;Service de securité incendie Saint-Boniface; ;Rue Fiset;Saint-Boniface;G0X2L0;0;-72.8303588702951;46.5044536109214
409;Service de securité incendie Saint-Étienne-des-Grès; ;Chemin des Dalles;Saint-Étienne-des-Grès;G0X2P0;0;-72.7821932629948;46.4387013831053
410;Service de securité incendie Saint-Gabriel-de-Brandon; ;Rue Rivest;Saint-Gabriel-de-Brandon;J0K2N0;0;-73.3675978918497;46.2867724475856
411;Service de securité incendie Saint-David; ;Rue Vue-du-Manoir;Saint-David;J0G1L0;0;-72.8532938814086;45.9561245271656
412;Service de securité incendie Saint-Ours; ;Rue Saint-Pierre;Saint-Ours;J0G1P0;0;-73.1494908033278;45.886006972276
413;Service de securité incendie Saint-Roch-de-Richelieu; ;Rue du Parc;Saint-Roch-de-Richelieu;J0L2M0;0;-73.1638817218672;45.8921862850593
414;Service de securité incendie Sorel-Tracy; ;Rang Sud;Sainte-Victoire-de-Sorel;J0G1T0;0;-73.0887482688382;45.9493673939974
415;Service de securité incendie Sorel-Tracy; ;Boulevard de Tracy;Sorel-Tracy;J3R1C2;0;-73.1506522259865;46.0162431534197
416;Service de securité incendie Sorel-Tracy; ;Boulevard Gagné;Sorel-Tracy;J3P0G5;0;-73.1153624364693;46.031316691115
417;Service de securité incendie Saint-Pie; ;Rue Martin;Saint-Pie;J0H1W0;0;-72.9099482966961;45.5083145723175
418;Service de securité incendie Saint-Damase; ;Rue Principale;Saint-Damase;J0H1J0;0;-73.0116473999519;45.5243335739461
419;Service de securité incendie Sainte-Marie-Madeleine; ;Rue Saint-Jean-Baptiste;Sainte-Madeleine;J0H1S0;0;-73.0946097672399;45.5916971195545
420;Service de securité incendie Saint-Hyacinthe; ;Avenue Prévert;Saint-Hyacinthe;J2R1A7;0;-72.9970789651803;45.6500230311535
421;Service de securité incendie Saint-Hyacinthe; ;Avenue Morissette;Saint-Hyacinthe;J2R1M9;0;-72.9045092235162;45.6416685586309
422;Service de securité incendie Saint-Hyacinthe; ;Rue Dessaulles;Saint-Hyacinthe;J2S3C4;0;-72.9440658684298;45.6279296246658
423;Service de securité incendie Saint-Hyacinthe; ;Rue Saint-Édouard;Saint-Simon;J0H1Y0;0;-72.8705753365306;45.7347074839419
424;Service de securité incendie Saint-Dominique; ;Rue Dupont;Saint-Dominique;J0H1L0;0;-72.8578633537043;45.5654789341474
425;Service de securité incendie Saint-Valérien-de-Milton; ;Rue Principale;Saint-Valérien-de-Milton;J0H2B0;0;-72.7105533881048;45.5649641099225
426;Service de securité incendie Saint-Liboire; ;Rue Gabriel;Saint-Liboire;J0H1R0;0;-72.7623482638882;45.6484610332719
427;Service de securité incendie Sainte-Hélène-de-Bagot; ;7e Avenue;Sainte-Hélène-de-Bagot;J0H1M0;0;-72.7351570959964;45.7298950335396
428;Service de securité incendie Saint-Jude; ;Rue Sainte-Catherine;Saint-Jude;J0H1P0;0;-72.9883081330317;45.7733481586594
429;Service de securité incendie Saint-Marcel-de-Richelieu; ;Rue Saint-Louis;Saint-Marcel-de-Richelieu;J0H1T0;0;-72.8995075103089;45.8620765828242
430;Service de securité incendie Ange-Gardien; ;Rue Saint-Georges;Ange-Gardien;J0E1E0;0;-72.9252724590835;45.3507012212502
431;Service de securité incendie Saint-Paul-d'Abbotsford; ;Rue Principale Est;Saint-Paul-d'Abbotsford;J0E1A0;0;-72.8847097006024;45.4367514236387
432;Service de securité incendie Saint-Césaire; ;Avenue Saint-Paul;Saint-Césaire;J0L1T0;0;-73.0040532313303;45.409970898997
433;Service de securité incendie Rougemont; ;Chemin de Marieville;Rougemont;J0L1M0;0;-73.0725717992728;45.444008595727
434;Service de securité incendie Marieville; ;Rue Saint-Joseph;Marieville;J3M1H1;0;-73.164625246025;45.4313023259675
435;Service de securité incendie Richelieu; ;Boulevard Richelieu;Richelieu;J3L3R4;0;-73.2533023773174;45.4433263910449
436;Service de securité incendie Saint-Mathias-sur-Richelieu; ;Rue Wilson;Saint-Mathias-sur-Richelieu;J3L6A5;0;-73.2678095230609;45.4746706003647
437;Service de securité incendie Venise-en-Québec; ;16e Avenue Ouest;Venise-en-Québec;J0J2K0;0;-73.1522912124922;45.0831835024397
438;Service de securité incendie Saint-Georges-de-Clarenceville; ;Rue Principale;Saint-Georges-de-Clarenceville;J0J1B0;0;-73.2460211630219;45.0634518380356
439;Service de securité incendie Lacolle; ;Rue Landry;Lacolle;J0J1J0;0;-73.3721757026274;45.0826729970414
440;Service de securité incendie Saint-Paul-de-l'Île-aux-Noix; ;Rue Principale;Saint-Paul-de-l'Île-aux-Noix;J0J1G0;0;-73.2770847628291;45.1306146333221
441;Service de securité incendie Henryville; ;Rue Saint-Jean-Baptiste;Henryville;J0J1E0;0;-73.1860894272177;45.1364202200052
442;Service de securité incendie Saint-Sébastien; ;Rang de la Baie;Saint-Sébastien;J0J2C0;0;-73.1481610929319;45.1241142638162
443;Service de securité incendie Saint-Alexandre; ;Rue Saint-Denis;Saint-Alexandre;J0J1S0;0;-73.117226253453;45.2399819623554
444;Service de securité incendie Saint-Jean-sur-Richelieu; ;Rue Balthazard;Saint-Jean-sur-Richelieu;J2X4V6;0;-73.2336939160442;45.3069790263784
445;Service de securité incendie Saint-Jean-sur-Richelieu; ;Boulevard Saint-Luc;Saint-Jean-sur-Richelieu;J2W1E1;0;-73.2752929928163;45.3412248143068
446;Service de securité incendie Saint-Jean-sur-Richelieu; ;Rue Saint-Jacques;Saint-Jean-sur-Richelieu;J3B7N7;0;-73.2724109525232;45.3067567349338
447;Service de securité incendie Chambly;1303;Boulevard Fréchette;Chambly;J3L2Y9;0;-73.2882138690201;45.4450804689176
448;Service de securité incendie Saint-Jean-Baptiste; ;Rue Bédard;Saint-Jean-Baptiste;J0L2B0;0;-73.1197599868965;45.5174837216432
449;Service de securité incendie Saint-Marc-sur-Richelieu; ;Rue de la Fabrique;Saint-Marc-sur-Richelieu;J0L2E0;0;-73.1948931931089;45.6782717735792
450;Service de securité incendie Saint-Charles-sur-Richelieu; ;Rue Saint-Jean-Baptiste;Saint-Charles-sur-Richelieu;J0H2G0;0;-73.1847705315959;45.6905339323141
451;Service de securité incendie Saint-Denis-sur-Richelieu; ;Rue Nelson;Saint-Denis-sur-Richelieu;J0H1K0;0;-73.158839995065;45.7850251220657
452;Service de securité incendie Saint-Antoine-sur-Richelieu; ;Chemin de la Pomme-d'Or;Saint-Antoine-sur-Richelieu;J0L1R0;0;-73.1668469679354;45.7884407289156
453;Service de securité incendie de l'agglomération de Longueuil; ;Chemin du Lac;Boucherville;J4B6X3;0;-73.4446697718199;45.6069172117715
454;Service de securité incendie de l'agglomération de Longueuil; ;Rue Brébeuf;Longueuil;J4J3P5;0;-73.4829111311179;45.52639429053
455;Service de securité incendie de l'agglomération de Longueuil; ;Boulevard Moïse-Vincent;Longueuil;J3Z1K2;0;-73.3884995429451;45.4837998954218
456;Service de securité incendie de l'agglomération de Longueuil; ;Rue D'Avaugour;Boucherville;J4B0G6;0;-73.4308634970154;45.5881890646397
457;Service de securité incendie de l'agglomération de Longueuil; ;Rue Montarville;Saint-Bruno-de-Montarville;J3V3T8;0;-73.3404156242762;45.5257396929623
458;Service de securité incendie de l'agglomération de Longueuil; ;Boulevard Curé-Poirier Est;Longueuil;J4J5L6;0;-73.4607257868544;45.5444486285098
459;Service de securité incendie de l'agglomération de Longueuil; ;Rue Saint-Georges (Lemoyne);Longueuil;J4R1V7;0;-73.4909512615761;45.5016916893262
460;Service de securité incendie de l'agglomération de Longueuil; ;Boulevard Lapinière;Brossard;J4Z3L8;0;-73.453301949978;45.4626410229555
461;Service de securité incendie de l'agglomération de Longueuil; ;Boulevard Matte;Brossard;J4Y2Z2;0;-73.4617774073124;45.4286927704642
462;Service de securité incendie de l'agglomération de Longueuil; ;Rue Bellevue;Longueuil;J4V1K3;0;-73.4482312067076;45.4841542762007
463;Service de securité incendie de l'agglomération de Longueuil; ;Rue Boudreau;Longueuil;J4P0A9;0;-73.5030759050182;45.5124454977494
464;Service de securité incendie Sainte-Julie; ;Rue Bernadette;Sainte-Julie;J3E1W6;0;-73.3321753613856;45.5924719249799
465;Service de securité incendie Saint-Amable; ;Rue de la Providence;Saint-Amable;J0L1N0;0;-73.3071218867565;45.6443309799046
466;Service de securité incendie Varennes; ;Route Marie-Victorin;Varennes;J3X1R3;0;-73.4381796221167;45.6733314876054
467;Service de securité incendie Verchères; ;Rue Duvernay;Verchères;J0L2R0;0;-73.3553686083949;45.7695816854536
468;Service de securité incendie Contrecoeur; ;Rue Saint-Antoine;Contrecoeur;J0L1C0;0;-73.2334533606748;45.8552977761673
469;Service de securité incendie Repentigny; ;Rue Saint-Paul;Repentigny;J5Z4H9;0;-73.4833676329881;45.7584080658109
470;Service de securité incendie Repentigny; ;Rue Valmont;Repentigny;J5Y4G5;0;-73.4376991646148;45.7656768883291
471;Service de securité incendie Repentigny; ;Route 341;L'Épiphanie;J5X4A6;0;-73.4876810292865;45.8427606819889
472;Service de securité incendie Saint-Sulpice; ;Rue Notre-Dame;Saint-Sulpice;J5W3W1;0;-73.3536090392427;45.8279919774447
473;Service de securité incendie L'Assomption; ;Rue Dorval;L'Assomption;J5W1A1;0;-73.4235311297809;45.8316773398485
474;Service de securité incendie L'Assomption; ;Chemin du Roy;L'Assomption;J5W4Z3;0;-73.4336737963934;45.8968011801292
475;Service de securité incendie Joliette; ;Rue Gaspard Nord;Joliette;J6E2T8;0;-73.4482274467921;46.0243628772182
476;Service de securité incendie Saint-Charles-Borromée; ;Rue de la Visitation;Saint-Charles-Borromée;J6E4P2;0;-73.462492619366;46.0476497132341
477;Service de securité incendie Saint-Charles-Borromée; ;Rue Louis-Charles-Panet;Sainte-Mélanie;J0K3A0;0;-73.5134314236531;46.1344122226604
478;Service de securité incendie Saint-Charles-Borromée; ;Avenue de la Caserne;Saint-Ambroise-de-Kildare;J0K1C0;0;-73.5562373323495;46.0769227553641
479;Service de securité incendie Saint-Charles-Borromée; ;Rue Principale;Notre-Dame-de-Lourdes;J0K1K0;0;-73.4425438921245;46.0988514993618
480;Service de securité incendie Saint-Charles-Borromée; ;Chemin Delangis;Saint-Paul;J0K3E0;0;-73.452602449712;45.9811566122097
481;Service de securité incendie Saint-Charles-Borromée; ;12e Rue;Crabtree;J0K1B0;0;-73.4767880693597;45.966846657158
482;Service de securité incendie Saint-Charles-Borromée; ;Route 158;Saint-Thomas;J0K3L0;0;-73.3416603595849;46.0176254602414
483;Service de securité incendie Saint-Félix-de-Valois; ;Rue Principale;Saint-Félix-de-Valois;J0K2M0;0;-73.4274619112331;46.1686127331567
484;Service de securité incendie Saint-Jean-de-Matha; ;Rue Sainte-Louise;Saint-Jean-de-Matha;J0K2S0;0;-73.5302514252551;46.2331703970012
485;Service de securité incendie Sainte-Béatrix; ;Rue de l'Église;Sainte-Béatrix;J0K1Y0;0;-73.6208354575074;46.193760023091
486;Service de securité incendie Saint-Alphonse-Rodriguez; ;Rue de la Plage;Saint-Alphonse-Rodriguez;J0K1W0;0;-73.6896116751327;46.186343440461
487;Service de securité incendie Rawdon; ;1e rue du Pied-de-la-Montagne;Sainte-Marcelline-de-Kildare;J0K2Y0;0;-73.5984641172184;46.1182114298994
488;Service de securité incendie Rawdon; ;Rue Church;Rawdon;J0K1S0;0;-73.7041842925054;46.0418809038675
489;Service de securité incendie Chertsey; ;Avenue de l'Amitié;Chertsey;J0K3K0;0;-73.8906029386375;46.075159658566
490;Service de securité incendie Entrelacs; ;Chemin d'Entrelacs;Entrelacs;J0T2E0;0;-74.0014574161049;46.1070235033963
491;Service de securité incendie Notre-Dame-de-la-Merci; ;Montée de la Réserve;Notre-Dame-de-la-Merci;J0T2A0;0;-74.0610932195341;46.2251418559252
492;Service de securité incendie Saint-Donat; ;Rue Desrochers;Saint-Donat;J0T2C0;0;-74.2111529441446;46.3145157030392
493;Service de securité incendie Saint-Côme; ;65e Avenue;Saint-Côme;J0K2B0;0;-73.7763718314281;46.2693548977765
494;Service de securité incendie Sainte-Émélie-de-l'Énergie; ;Rue Saint-Michel;Sainte-Émélie-de-l'Énergie;J0K2K0;0;-73.6433975402464;46.3236707341982
495;Service de securité incendie Saint-Damien; ;Chemin Montauban;Saint-Damien;J0K2E0;0;-73.4804257451208;46.3357126856961
496;Service de securité incendie Saint-Zénon; ;Rue Principale;Saint-Zénon;J0K3N0;0;-73.8148069199319;46.5577163682373
497;Service de securité incendie Saint-Michel-des-Saints; ;Rue Saint-Maurice Est;Saint-Michel-des-Saints;J0K3B0;0;-73.915482146998;46.6782325034252
498;Service de securité incendie Manawan;150;Rue Amiskw;Manawan;J0K1M0;0;-74.3885072814495;47.2221486253786
499;Service de securité incendie Saint-Jacques;115;Rue Saint-Jacques;Saint-Jacques;J0K2R0;0;-73.572180516993;45.9486020826772
500;Service de securité incendie régional de la MRC de Montcalm; ;Rue Saint-Louis;Saint-Esprit;J0K2L0;0;-73.6665750101788;45.8978964508186
501;Service de securité incendie régional de la MRC de Montcalm; ;Rue du Docteur-Wilfrid-Locat Nord;Saint-Roch-de-l'Achigan;J0K3H0;0;-73.591847456274;45.8584162104935
502;Service de securité incendie régional de la MRC de Montcalm;238;Rue Principale;Saint-Alexis;J0K1T0;0;-73.6160156261494;45.9344102191255
503;Service de securité incendie Saint-Lin--Laurentides;900;12e Avenue;Saint-Lin--Laurentides;J5M2W2;0;-73.7558780079279;45.8514907519262
504;Service de securité incendie Saint-Calixte;315;Rue Lajoie;Saint-Calixte;J0K1Z0;0;-73.8422768081814;45.9425998732143
505;Service de securité incendie Saint-Calixte;10400;Route 335;Saint-Calixte;J0K1Z0;0;-73.911890254583;45.9870039086404
506;Service de securité incendie Sainte-Julienne;2565;Rue Eugène-Marsan;Sainte-Julienne;J0K2T0;0;-73.7100619880554;45.9634744172342
507;Service de securité incendie Saint-Liguori;21;Rue Larivière;Saint-Liguori;J0K2X0;0;-73.5707650033931;46.0057567557698
508;Service de securité incendie Terrebonne; ;Rue Armand-Bombardier;Terrebonne;J6Y1R9;0;-73.7833921574844;45.6870338038504
509;Service de securité incendie Terrebonne; ;Côte de Terrebonne;Terrebonne;J6W6J4;0;-73.6542450365943;45.6977775831978
510;Service de securité incendie Terrebonne; ;Boulevard Laurier;Terrebonne;J7M1H1;0;-73.7234541522053;45.7635045633406
511;Service de securité incendie Terrebonne; ;Chemin Saint-Charles;Terrebonne;J6V1A2;0;-73.5541443439434;45.7021254794302
